meter_ref_no,cnic,consumer_name,installation_address,city,province,date,connection_type,sanctioned_load_kw,avg_monthly_bill_pkr,billing_month,billing_year,provider_disco
IESCO-53550901,45501-1000775-5,Usman Malik,"House 475, Street 17, G-11, Islamabad",Islamabad,Islamabad,2017-01-08,Residential,15,31460,10,2017,IESCO
PESCO-94886804,35202-1000401-7,Fahad Mirza,"House 817, Street 6, Saddar, Peshawar",Peshawar,KPK,2017-11-20,Residential,15,69470,3,2017,PESCO
LESCO-96272634,17301-1001082-4,Chaudhry Khalid Malik,"House 242, Street 22, Gulberg, Lahore",Lahore,Punjab,2025-09-04,Residential,15,71540,3,2025,LESCO
SEPCO-29290839,54400-1001218-6,Kamran Qureshi,"House 988, Street 29, New Pind, Sukkur",Sukkur,Sindh,2021-10-23,Residential,3,41721,2,2021,SEPCO
K-47290567,33100-1000922-4,U. Farooq,"House 59, Street 24, DHA Phase 6, Karachi",Karachi,Sindh,2019-06-28,Commercial,3,58143,5,2019,K-Electric
K-99998055,33100-1000922-4,Chaudhry Umer Farooq,"House 59, Street 24, DHA Phase 6, Karachi",Karachi,Sindh,2023-05-30,Residential,7,63807,5,2023,K-Electric
FESCO-56018458,45501-1000973-1,Chaudhry Kamran Qureshi,"House 657, Street 22, D Ground, Faisalabad",Faisalabad,Punjab,2017-11-10,Residential,25,68431,11,2017,FESCO
MEPCO-73964542,42101-1001685-5,Usman Malik,"House 536, Street 18, Cantt, Multan",Multan,Punjab,2020-07-29,Residential,3,3115,11,2020,MEPCO
GEPCO-53563031,61101-1001189-3,Amna Chaudhry Sahib,"House 939, Street 27, Peoples Colony, Gujranwala",Gujranwala,Punjab,2017-07-21,Residential,15,14283,12,2017,GEPCO
MEPCO-66234842,45501-1000576-2,Fahad Mirza,"House 408, Street 5, Shah Rukn-e-Alam, Multan",Multan,Punjab,2024-07-09,Residential,50,70821,7,2024,MEPCO
IESCO-16223608,61101-1001801-7,Fahad Mirza Sahib,"House 920, Street 24, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2026-07-13,Residential,10,45760,10,2026,IESCO
SEPCO-95155655,42101-1001797-9,Umer Farooq,"House 187, Street 4, Barrage Road, Sukkur",Sukkur,Sindh,2022-12-20,Residential,15,40788,12,2022,SEPCO
HESCO-11914016,42101-1000783-1,Hira Shah,"House 184, Street 3, Latifabad, Hyderabad",Hyderabad,Sindh,2017-01-09,Residential,10,8112,3,2017,HESCO
FESCO-27909823,42101-1001495-5,Sara Ahmed Sahib,"House 458, Street 29, Canal Road, Faisalabad",Faisalabad,Punjab,2026-09-09,Residential,50,42820,4,2026,FESCO
GEPCO-21766749,33100-1000181-7,H. Sheikh,"House 247, Street 28, Satellite Town, Gujranwala",Gujranwala,Punjab,2019-08-31,Residential,10,51297,1,2019,GEPCO
PESCO-20778177,45501-1000438-6,Kashif Javed,"House 670, Street 15, Hayatabad, Peshawar",Peshawar,KPK,2023-02-10,Residential,10,22415,3,2023,PESCO
IESCO-63779128,17301-1001746-2,Naveed Raza,"House 625, Street 21, G-11, Islamabad",Islamabad,Islamabad,2016-08-28,Residential,50,13505,1,2016,IESCO
K-21757336,33100-1001658-6,Chaudhry Hira Shah,"House 387, Street 26, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2017-03-18,Residential,7,5651,12,2017,K-Electric
GEPCO-83323075,35202-1000012-4,Umer Farooq,"House 753, Street 6, Civil Lines, Gujranwala",Gujranwala,Punjab,2016-08-23,Residential,5,55039,8,2016,GEPCO
QESCO-71956616,17301-1001725-5,Zainab Ahmed Sahib,"House 344, Street 9, Brewery Road, Quetta",Quetta,Balochistan,2023-07-24,Commercial,7,340441,5,2023,QESCO
QESCO-30420942,17301-1001725-5,Zainab Ahmed,"House 344, Street 9, Brewery Road, Quetta",Quetta,Balochistan,2017-03-09,Residential,3,50215,5,2017,QESCO
GEPCO-95542438,33100-1000087-9,Maham Tariq,"House 908, Street 35, Model Town, Gujranwala",Gujranwala,Punjab,2025-09-30,Commercial,50,226137,8,2025,GEPCO
IESCO-44091926,42101-1001635-5,Sara Ahmed Sahib,"House 865, Street 4, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2016-04-28,Industrial,5,646373,9,2016,IESCO
IESCO-30392053,33100-1001893-1,Hassan Khan,"House 706, Street 34, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2021-04-25,Residential,15,37427,10,2021,IESCO
FESCO-21790039,61101-1000382-4,K. Malik,"House 625, Street 19, People Colony, Faisalabad",Faisalabad,Punjab,2018-04-04,Commercial,15,238776,4,2018,FESCO
IESCO-58683716,42101-1001143-1,Chaudhry Asad Iqbal,"House 893, Street 21, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2022-06-14,Residential,3,27733,7,2022,IESCO
SEPCO-11529285,35202-1001207-9,M. Tariq,"House 594, Street 18, Barrage Road, Sukkur",Sukkur,Sindh,2024-03-13,Residential,5,60594,1,2024,SEPCO
HESCO-36635184,42101-1001596-2,Taha Hussain,"House 97, Street 25, Saddar, Hyderabad",Hyderabad,Sindh,2016-10-08,Residential,7,27773,8,2016,HESCO
QESCO-98780857,42101-1000550-0,Sara Ahmed,"House 602, Street 28, Cantt, Quetta",Quetta,Balochistan,2023-02-25,Residential,10,72217,10,2023,QESCO
K-25584065,33100-1000477-9,Muneeb Akhtar,"House 675, Street 7, Nazimabad, Karachi",Karachi,Sindh,2017-04-23,Commercial,5,59512,4,2017,K-Electric
K-81668309,33100-1000477-9,Muneeb Akhtar,"House 675, Street 7, Nazimabad, Karachi",Karachi,Sindh,2023-10-06,Residential,5,26419,3,2023,K-Electric
LESCO-50272895,17301-1001758-6,Chaudhry Fatima Ali,"House 762, Street 4, DHA Phase 5, Lahore",Lahore,Punjab,2016-01-28,Residential,25,32334,5,2016,LESCO
LESCO-37278409,17301-1001758-6,F. Ali,"House 762, Street 4, DHA Phase 5, Lahore",Lahore,Punjab,2016-12-16,Residential,50,60948,7,2016,LESCO
K-23275177,35202-1000037-9,Ali Raza,"House 284, Street 15, DHA Phase 6, Karachi",Karachi,Sindh,2021-12-21,Residential,25,58917,4,2021,K-Electric
K-64723079,35202-1000037-9,A. Raza,"House 284, Street 15, DHA Phase 6, Karachi",Karachi,Sindh,2022-11-10,Residential,50,3519,11,2022,K-Electric
HESCO-26745148,45501-1001256-2,Naveed Raza,"House 447, Street 29, Latifabad, Hyderabad",Hyderabad,Sindh,2019-04-06,Residential,15,16404,9,2019,HESCO
IESCO-54085842,54400-1001434-8,Amna Chaudhry Sahib,"House 950, Street 22, DHA Phase 2, Islamabad",Islamabad,Islamabad,2023-03-21,Residential,15,26486,9,2023,IESCO
IESCO-66071213,54400-1001434-8,Amna Chaudhry,"House 950, Street 22, DHA Phase 2, Islamabad",Islamabad,Islamabad,2017-03-05,Residential,25,20882,2,2017,IESCO
GEPCO-82463884,35202-1000220-0,Zainab Ahmed Sahib,"House 157, Street 28, Satellite Town, Gujranwala",Gujranwala,Punjab,2020-01-10,Residential,15,57963,2,2020,GEPCO
MEPCO-11691183,42101-1000831-7,Mariam Malik Sahib,"House 325, Street 24, Shah Rukn-e-Alam, Multan",Multan,Punjab,2023-06-07,Residential,50,19905,3,2023,MEPCO
MEPCO-38652954,42101-1000831-7,M. Malik,"House 325, Street 24, Shah Rukn-e-Alam, Multan",Multan,Punjab,2025-11-01,Residential,50,41733,1,2025,MEPCO
MEPCO-16033236,61101-1000752-4,Chaudhry Maham Tariq,"House 700, Street 12, Shah Rukn-e-Alam, Multan",Multan,Punjab,2023-05-05,Residential,50,70769,4,2023,MEPCO
QESCO-48339553,45501-1000526-2,M. Ahmed,"House 955, Street 35, Samungli Road, Quetta",Quetta,Balochistan,2018-04-22,Residential,25,3293,2,2018,QESCO
FESCO-90281572,17301-1000176-2,M. Ahmed,"House 452, Street 11, Gulberg, Faisalabad",Faisalabad,Punjab,2025-10-17,Residential,7,60705,7,2025,FESCO
K-29428331,42101-1000760-0,S. Ahmed,"House 731, Street 19, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2018-11-01,Commercial,15,310733,6,2018,K-Electric
HESCO-11685062,42101-1001166-2,Saad Qureshi,"House 689, Street 23, Saddar, Hyderabad",Hyderabad,Sindh,2026-06-14,Residential,3,56388,10,2026,HESCO
K-24058794,17301-1001717-9,Ali Raza Sahib,"House 527, Street 21, Clifton, Karachi",Karachi,Sindh,2022-10-02,Residential,7,17882,7,2022,K-Electric
SEPCO-60791662,35202-1001902-4,U. Farooq,"House 987, Street 33, Queens Road, Sukkur",Sukkur,Sindh,2024-12-19,Residential,5,38593,7,2024,SEPCO
MEPCO-19539970,42101-1001208-6,Chaudhry Kashif Javed,"House 499, Street 23, Gulgasht, Multan",Multan,Punjab,2023-03-02,Commercial,7,259709,3,2023,MEPCO
MEPCO-54011005,42101-1001208-6,Chaudhry Kashif Javed,"House 499, Street 23, Gulgasht, Multan",Multan,Punjab,2016-03-26,Commercial,7,318401,8,2016,MEPCO
HESCO-69235276,17301-1000569-3,Chaudhry Sana Iqbal,"House 743, Street 19, Latifabad, Hyderabad",Hyderabad,Sindh,2019-07-13,Residential,50,47055,4,2019,HESCO
FESCO-97846938,33100-1001303-1,Fatima Ali,"House 439, Street 2, Gulberg, Faisalabad",Faisalabad,Punjab,2017-02-22,Industrial,7,211909,5,2017,FESCO
QESCO-90089608,61101-1001834-8,N. Aslam,"House 718, Street 7, Jinnah Town, Quetta",Quetta,Balochistan,2019-03-17,Commercial,15,151436,12,2019,QESCO
PESCO-35451489,35202-1001668-6,Asad Iqbal Sahib,"House 721, Street 31, Saddar, Peshawar",Peshawar,KPK,2017-05-27,Residential,7,74657,6,2017,PESCO
HESCO-27048555,45501-1000071-7,M. Ahmed,"House 952, Street 28, Saddar, Hyderabad",Hyderabad,Sindh,2023-09-18,Residential,7,46595,3,2023,HESCO
HESCO-41619830,45501-1000071-7,Muhammad Ahmed,"House 952, Street 28, Saddar, Hyderabad",Hyderabad,Sindh,2022-06-21,Residential,3,55996,1,2022,HESCO
GEPCO-68499674,54400-1000893-1,Kashif Javed,"House 649, Street 13, Satellite Town, Gujranwala",Gujranwala,Punjab,2026-04-07,Residential,10,3052,2,2026,GEPCO
IESCO-53690173,61101-1001949-3,Laiba Khan,"House 55, Street 29, Bahria Enclave, Islamabad",Islamabad,Islamabad,2022-07-27,Residential,25,61941,9,2022,IESCO
IESCO-37461296,61101-1001949-3,L. Khan,"House 55, Street 29, Bahria Enclave, Islamabad",Islamabad,Islamabad,2021-03-11,Residential,5,54395,11,2021,IESCO
MEPCO-32587607,54400-1001345-5,Danish Butt,"House 287, Street 12, Shah Rukn-e-Alam, Multan",Multan,Punjab,2020-11-23,Commercial,5,281056,5,2020,MEPCO
FESCO-16561428,42101-1000566-2,Hamza Sheikh,"House 26, Street 35, People Colony, Faisalabad",Faisalabad,Punjab,2022-03-04,Residential,5,67273,2,2022,FESCO
SEPCO-15755135,61101-1000638-6,Fatima Ali,"House 567, Street 27, Rohri, Sukkur",Sukkur,Sindh,2023-02-12,Residential,3,50543,8,2023,SEPCO
MEPCO-47323569,54400-1001561-7,Taha Hussain,"House 554, Street 35, Gulgasht, Multan",Multan,Punjab,2017-03-14,Residential,10,38064,3,2017,MEPCO
MEPCO-50257319,54400-1001561-7,Taha Hussain,"House 554, Street 35, Gulgasht, Multan",Multan,Punjab,2024-11-03,Residential,15,44367,12,2024,MEPCO
GEPCO-46524450,42101-1001493-1,A. Iqbal,"House 319, Street 24, Wapda Town, Gujranwala",Gujranwala,Punjab,2023-12-27,Residential,5,39857,11,2023,GEPCO
GEPCO-34253451,17301-1001118-6,Shazia Butt,"House 69, Street 25, Peoples Colony, Gujranwala",Gujranwala,Punjab,2018-03-23,Residential,15,70841,12,2018,GEPCO
FESCO-83136101,54400-1000718-6,Kashif Javed Sahib,"House 863, Street 20, Madina Town, Faisalabad",Faisalabad,Punjab,2025-05-25,Residential,5,35975,8,2025,FESCO
IESCO-80296635,45501-1001050-0,W. Akram,"House 183, Street 12, F-10, Islamabad",Islamabad,Islamabad,2022-08-15,Residential,50,56588,12,2022,IESCO
K-16274455,33100-1001632-4,Chaudhry Muneeb Akhtar,"House 557, Street 27, Bahadurabad, Karachi",Karachi,Sindh,2022-05-25,Residential,15,15665,3,2022,K-Electric
MEPCO-73870379,61101-1000675-5,Zainab Ahmed Sahib,"House 539, Street 14, DHA Multan, Multan",Multan,Punjab,2022-11-09,Residential,7,36325,3,2022,MEPCO
QESCO-49238450,17301-1001927-9,Ali Raza,"House 943, Street 3, Jinnah Town, Quetta",Quetta,Balochistan,2022-01-31,Residential,10,57398,4,2022,QESCO
PESCO-28261851,42101-1001306-2,S. Qureshi,"House 960, Street 35, University Road, Peshawar",Peshawar,KPK,2016-05-26,Residential,50,27213,3,2016,PESCO
IESCO-60008189,35202-1000146-2,Hamza Sheikh Sahib,"House 367, Street 15, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2017-05-29,Residential,5,57782,11,2017,IESCO
QESCO-66211948,45501-1000598-6,Chaudhry Hassan Khan,"House 552, Street 1, Satellite Town, Quetta",Quetta,Balochistan,2026-05-16,Residential,50,45521,8,2026,QESCO
QESCO-79938762,45501-1000250-0,Usman Malik,"House 151, Street 35, Brewery Road, Quetta",Quetta,Balochistan,2019-12-16,Residential,50,29141,4,2019,QESCO
GEPCO-84079290,45501-1001332-4,Chaudhry Ali Raza,"House 971, Street 22, Civil Lines, Gujranwala",Gujranwala,Punjab,2022-02-18,Residential,50,58996,1,2022,GEPCO
SEPCO-51601497,45501-1001665-5,Imran Siddiqui,"House 237, Street 6, New Pind, Sukkur",Sukkur,Sindh,2019-05-23,Residential,7,53253,10,2019,SEPCO
LESCO-35666575,45501-1000531-7,Hamza Sheikh,"House 237, Street 7, Model Town, Lahore",Lahore,Punjab,2021-06-04,Commercial,25,137637,11,2021,LESCO
LESCO-69357237,45501-1000531-7,H. Sheikh,"House 237, Street 7, Model Town, Lahore",Lahore,Punjab,2021-04-15,Residential,25,67800,10,2021,LESCO
SEPCO-75013195,45501-1000125-5,I. Siddiqui,"House 814, Street 22, Barrage Road, Sukkur",Sukkur,Sindh,2025-12-19,Residential,10,54701,12,2025,SEPCO
K-23625445,42101-1000971-7,Mariam Malik,"House 658, Street 31, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2022-08-04,Residential,10,44463,7,2022,K-Electric
K-40139027,54400-1001457-9,Muneeb Akhtar,"House 761, Street 28, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2026-04-08,Residential,50,41619,10,2026,K-Electric
K-14530737,54400-1001457-9,Muneeb Akhtar,"House 761, Street 28, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2020-03-22,Residential,50,65009,2,2020,K-Electric
SEPCO-87065865,61101-1001089-3,Chaudhry Bilal Ahmed,"House 574, Street 14, New Pind, Sukkur",Sukkur,Sindh,2017-02-25,Residential,50,70964,9,2017,SEPCO
SEPCO-48156316,61101-1001089-3,Bilal Ahmed,"House 574, Street 14, New Pind, Sukkur",Sukkur,Sindh,2018-09-15,Residential,5,48777,4,2018,SEPCO
K-33090478,54400-1001687-9,Chaudhry Ayesha Khan,"House 904, Street 5, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2024-07-12,Commercial,7,54047,1,2024,K-Electric
HESCO-25280872,54400-1001252-4,Ahmed Baig,"House 844, Street 33, Hussainabad, Hyderabad",Hyderabad,Sindh,2022-08-22,Commercial,15,53086,12,2022,HESCO
IESCO-26642905,35202-1000035-5,W. Akram,"House 917, Street 21, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2017-11-20,Residential,5,42421,3,2017,IESCO
PESCO-40763215,61101-1000950-0,Chaudhry Usman Malik,"House 941, Street 19, Warsak Road, Peshawar",Peshawar,KPK,2016-06-25,Residential,3,52702,1,2016,PESCO
LESCO-34690087,45501-1001468-6,Chaudhry Shazia Butt,"House 684, Street 13, Model Town, Lahore",Lahore,Punjab,2026-11-21,Residential,10,72266,5,2026,LESCO
LESCO-93522814,45501-1001468-6,Chaudhry Shazia Butt,"House 684, Street 13, Model Town, Lahore",Lahore,Punjab,2024-05-14,Industrial,25,810981,5,2024,LESCO
SEPCO-98252611,61101-1001671-7,Mariam Malik Sahib,"House 152, Street 5, Military Road, Sukkur",Sukkur,Sindh,2024-08-23,Residential,50,38857,7,2024,SEPCO
PESCO-93664597,17301-1001962-4,A. Raza,"House 415, Street 32, Saddar, Peshawar",Peshawar,KPK,2016-10-20,Residential,25,17809,5,2016,PESCO
PESCO-94657799,17301-1001962-4,Chaudhry Ali Raza,"House 415, Street 32, Saddar, Peshawar",Peshawar,KPK,2018-12-03,Residential,10,51706,12,2018,PESCO
HESCO-64387890,33100-1000632-4,Chaudhry Ali Raza,"House 952, Street 35, Latifabad, Hyderabad",Hyderabad,Sindh,2018-10-22,Residential,15,42704,7,2018,HESCO
IESCO-13853476,61101-1001937-9,Umer Farooq Sahib,"House 155, Street 4, Bahria Enclave, Islamabad",Islamabad,Islamabad,2022-04-27,Residential,3,22898,1,2022,IESCO
IESCO-30239724,45501-1001099-3,Nimra Aslam,"House 42, Street 30, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2018-05-19,Residential,15,22462,2,2018,IESCO
QESCO-87776450,45501-1001930-0,U. Malik,"House 308, Street 2, Cantt, Quetta",Quetta,Balochistan,2023-05-08,Residential,15,53822,12,2023,QESCO
K-86542964,35202-1001887-9,Khalid Malik,"House 305, Street 31, DHA Phase 6, Karachi",Karachi,Sindh,2026-09-07,Residential,3,6725,9,2026,K-Electric
K-70470261,35202-1001887-9,Khalid Malik,"House 305, Street 31, DHA Phase 6, Karachi",Karachi,Sindh,2018-11-05,Industrial,50,489458,5,2018,K-Electric
PESCO-30467441,61101-1001336-2,Hamza Sheikh Sahib,"House 673, Street 6, Hayatabad, Peshawar",Peshawar,KPK,2018-02-01,Residential,7,250816,2,2018,PESCO
QESCO-53931251,61101-1001045-5,Huma Ghani Sahib,"House 388, Street 35, Satellite Town, Quetta",Quetta,Balochistan,2019-10-31,Residential,15,64928,4,2019,QESCO
LESCO-79684218,42101-1001738-6,Chaudhry Asad Iqbal,"House 699, Street 27, Bahria Town, Lahore",Lahore,Punjab,2020-03-24,Commercial,5,148223,11,2020,LESCO
IESCO-30038398,33100-1000045-5,Zainab Ahmed,"House 195, Street 25, Saddar, Rawalpindi",Rawalpindi,Punjab,2025-07-13,Residential,3,65169,6,2025,IESCO
MEPCO-83297179,33100-1001251-7,Chaudhry Mariam Malik,"House 60, Street 7, Shah Rukn-e-Alam, Multan",Multan,Punjab,2016-10-28,Residential,25,30610,8,2016,MEPCO
HESCO-87629411,61101-1001302-4,Chaudhry Ayesha Khan,"House 923, Street 31, Saddar, Hyderabad",Hyderabad,Sindh,2020-08-10,Commercial,15,259418,10,2020,HESCO
QESCO-79684397,33100-1000308-6,Chaudhry Kamran Qureshi,"House 67, Street 7, Satellite Town, Quetta",Quetta,Balochistan,2016-10-20,Residential,25,51034,8,2016,QESCO
GEPCO-56652524,33100-1000784-8,Nimra Aslam,"House 672, Street 12, Wapda Town, Gujranwala",Gujranwala,Punjab,2026-11-25,Residential,25,26172,6,2026,GEPCO
FESCO-23697354,42101-1001160-0,U. Malik,"House 903, Street 12, People Colony, Faisalabad",Faisalabad,Punjab,2024-04-08,Residential,7,46399,4,2024,FESCO
LESCO-72879780,54400-1000847-9,A. Khan,"House 487, Street 20, Gulberg, Lahore",Lahore,Punjab,2024-02-13,Residential,5,6840,1,2024,LESCO
IESCO-73395500,61101-1000033-1,Chaudhry Shazia Butt,"House 522, Street 7, Bahria Enclave, Islamabad",Islamabad,Islamabad,2018-02-05,Commercial,15,327384,11,2018,IESCO
QESCO-69502430,33100-1001666-2,T. Hussain,"House 656, Street 7, Brewery Road, Quetta",Quetta,Balochistan,2017-07-14,Commercial,10,268408,5,2017,QESCO
HESCO-57339084,45501-1001456-2,T. Hussain,"House 522, Street 8, Qasimabad, Hyderabad",Hyderabad,Sindh,2023-09-05,Residential,15,67318,5,2023,HESCO
QESCO-97264806,42101-1001136-2,Fahad Mirza,"House 274, Street 5, Cantt, Quetta",Quetta,Balochistan,2023-02-24,Residential,10,6487,6,2023,QESCO
IESCO-45026081,61101-1001187-9,Khalid Malik,"House 25, Street 8, Chaklala, Rawalpindi",Rawalpindi,Punjab,2021-02-08,Residential,50,33778,11,2021,IESCO
MEPCO-85532108,54400-1001957-9,Khalid Malik,"House 171, Street 23, Shah Rukn-e-Alam, Multan",Multan,Punjab,2025-08-25,Commercial,10,186270,3,2025,MEPCO
IESCO-17724509,33100-1001698-6,K. Javed,"House 263, Street 7, PWD, Rawalpindi",Rawalpindi,Punjab,2022-05-04,Commercial,25,318227,11,2022,IESCO
HESCO-50756840,61101-1001774-8,L. Khan,"House 956, Street 19, Latifabad, Hyderabad",Hyderabad,Sindh,2025-06-10,Commercial,25,294123,11,2025,HESCO
MEPCO-65250100,54400-1001222-4,Khalid Malik,"House 282, Street 32, DHA Multan, Multan",Multan,Punjab,2016-12-17,Residential,10,54596,9,2016,MEPCO
IESCO-53114244,35202-1000466-2,Saad Qureshi,"House 165, Street 6, Saddar, Rawalpindi",Rawalpindi,Punjab,2026-10-04,Residential,25,40119,9,2026,IESCO
K-10433923,45501-1000444-8,Laiba Khan,"House 147, Street 15, Nazimabad, Karachi",Karachi,Sindh,2024-08-25,Residential,3,64050,3,2024,K-Electric
QESCO-33807422,45501-1001916-2,Mariam Malik,"House 824, Street 26, Satellite Town, Quetta",Quetta,Balochistan,2022-05-26,Residential,15,9033,8,2022,QESCO
FESCO-10719952,45501-1001438-6,H. Khan,"House 756, Street 5, People Colony, Faisalabad",Faisalabad,Punjab,2021-07-07,Residential,25,45580,5,2021,FESCO
LESCO-95139998,61101-1000138-6,Shazia Butt,"House 464, Street 30, DHA Phase 5, Lahore",Lahore,Punjab,2019-12-16,Commercial,3,278199,4,2019,LESCO
K-75316299,17301-1000453-1,Shazia Butt Sahib,"House 781, Street 12, Clifton, Karachi",Karachi,Sindh,2024-04-01,Residential,7,62211,6,2024,K-Electric
HESCO-75850189,61101-1000088-6,Kashif Javed,"House 389, Street 9, Saddar, Hyderabad",Hyderabad,Sindh,2017-02-17,Residential,3,9675,12,2017,HESCO
IESCO-13660326,17301-1000505-5,Chaudhry Danish Butt,"House 667, Street 13, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2026-01-23,Commercial,5,107710,8,2026,IESCO
IESCO-62970508,17301-1001219-3,Nida Hussain,"House 909, Street 27, DHA Phase 2, Islamabad",Islamabad,Islamabad,2023-11-28,Residential,50,24588,1,2023,IESCO
GEPCO-26624520,54400-1000010-0,Zainab Ahmed,"House 454, Street 35, Wapda Town, Gujranwala",Gujranwala,Punjab,2020-07-15,Residential,25,27270,5,2020,GEPCO
SEPCO-47401885,17301-1001323-1,K. Qureshi,"House 16, Street 22, Rohri, Sukkur",Sukkur,Sindh,2016-02-09,Residential,3,5156,11,2016,SEPCO
SEPCO-62374352,17301-1001323-1,Chaudhry Kamran Qureshi,"House 16, Street 22, Rohri, Sukkur",Sukkur,Sindh,2023-08-10,Residential,15,7932,9,2023,SEPCO
PESCO-15585074,42101-1001163-1,F. Ali,"House 161, Street 26, Gulbahar, Peshawar",Peshawar,KPK,2025-07-26,Residential,25,6004,10,2025,PESCO
PESCO-50678540,42101-1000504-8,Nimra Aslam,"House 130, Street 29, Saddar, Peshawar",Peshawar,KPK,2025-09-05,Residential,10,30383,1,2025,PESCO
SEPCO-71991359,33100-1001895-5,U. Malik,"House 528, Street 11, Military Road, Sukkur",Sukkur,Sindh,2023-10-14,Residential,3,24257,10,2023,SEPCO
SEPCO-82283629,33100-1001895-5,Usman Malik,"House 528, Street 11, Military Road, Sukkur",Sukkur,Sindh,2017-11-02,Residential,3,72816,2,2017,SEPCO
IESCO-39036677,42101-1000739-3,Chaudhry Bilal Ahmed,"House 69, Street 22, DHA Phase 2, Islamabad",Islamabad,Islamabad,2021-01-22,Residential,3,31837,6,2021,IESCO
IESCO-74412211,42101-1000899-3,Laiba Khan,"House 784, Street 19, F-10, Islamabad",Islamabad,Islamabad,2016-03-24,Residential,10,14047,11,2016,IESCO
GEPCO-76647751,35202-1001394-8,Nida Hussain,"House 946, Street 12, Civil Lines, Gujranwala",Gujranwala,Punjab,2023-01-02,Residential,5,44372,11,2023,GEPCO
PESCO-42570291,45501-1001134-8,N. Aslam,"House 55, Street 6, Saddar, Peshawar",Peshawar,KPK,2020-01-05,Industrial,15,505891,8,2020,PESCO
PESCO-12679938,35202-1000747-9,Chaudhry Umer Farooq,"House 193, Street 8, Saddar, Peshawar",Peshawar,KPK,2026-12-17,Residential,10,63977,7,2026,PESCO
PESCO-88795318,17301-1000862-4,M. Akhtar,"House 133, Street 18, Warsak Road, Peshawar",Peshawar,KPK,2024-09-29,Residential,25,50722,7,2024,PESCO
K-42604228,45501-1001616-2,Hamza Sheikh,"House 239, Street 35, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2019-05-04,Residential,25,55329,8,2019,K-Electric
