cnic,registry_no,buyer_name,seller_name,property_address,property_value_pkr,transfer_date,area_marla,property_type
37546-8396913-2,REGY-773006,Chaudhry Manuel Anderson,Jennifer Shaw,"House 742, Model Town, Karachi",5316462,2020-06-04,20,Commercial
99659-1798474-5,REGY-922926,Angelica A. Hopkins,Brian Hill,"House 506, Johar Town, Rawalpindi",3567513,2025-12-26,20,Apartment
85049-1899332-3,REGY-936114,S. Marshall,Keith Smith,"Flat 437, Gulberg, Lahore",8282715,2024-05-22,15,House
66658-5029188-9,REGY-546335,Edward Davis,Joyce Miller,"Flat 530, Gulberg, Karachi",8892600,2022-08-01,20,Plot
65947-5382760-6,REGY-724181,Patrick A. Diaz,Blake Carter,"Flat 996, Johar Town, Lahore",9870300,2023-03-16,15,Plot
67750-1284035-6,REGY-233934,Chaudhry Norma Smith,Jeremy Bryant,"House 405, Gulberg, Rawalpindi",11768574,2020-02-06,10,House
32937-3011875-6,REGY-855751,Martin A. Moore,Micheal Edwards,"House 245, Johar Town, Lahore",5913709,2020-08-12,15,Commercial
29835-1861728-5,REGY-190531,V. Williams,Jason Willis,"Kothi 690, Model Town, Lahore",5783465,2024-03-25,5,Commercial
40827-5044365-8,REGY-565470,Chaudhry Ian Wade,Laura Walker,"Flat 846, Gulberg, Rawalpindi",2380727,2023-02-24,20,Plot
60784-2958130-4,REGY-225281,R. Davis,Timothy Fuentes,"Plot 818, Model Town, Lahore",22557926,2021-08-15,15,Apartment
55812-8704616-3,REGY-953090,Justin Montgomery,Jorge Smith,"House 435, Bahria Town, Lahore",10028460,2024-10-17,20,House
68337-8943802-3,REGY-631167,Debra Wright,Tanner Gibson,"House 713, Johar Town, Lahore",69998826,2021-11-13,20,Commercial
65173-7860605-4,REGY-958003,Chaudhry Eugene Cardenas,Lisa Moore,"House 602, Bahria Town, Rawalpindi",10965930,2023-11-18,10,Commercial
54907-4646741-6,REGY-641284,Mr. David Andrade,Jessica Logan,"House 451, Johar Town, Karachi",6690897,2020-05-28,15,Commercial
77883-6547288-2,REGY-142086,Victoria Wallace,Brenda Riddle,"Flat 893, Johar Town, Lahore",3934843,2023-02-28,20,Commercial
24520-5201445-7,REGY-231451,A. Davidson,Alex Mcbride,"Plot 654, Johar Town, Islamabad",10616219,2025-07-17,10,Plot
14445-8515110-2,REGY-407116,N. Chavez,Sara Waters,"Flat 574, Bahria Town, Karachi",3694249,2023-09-21,20,Apartment
50121-9989336-3,REGY-655584,Mr. Diana Morris,Tiffany Graves,"Flat 261, Johar Town, Islamabad",7662082,2022-08-05,20,House
68544-3617693-5,REGY-864902,Benjamin Wright,David Johnson,"Flat 719, Gulberg, Karachi",9822688,2020-04-09,5,House
89711-3775201-4,REGY-470495,Kayla A. Patrick,Paul Barrera,"Kothi 135, Bahria Town, Islamabad",42362170,2020-03-25,10,Commercial
32731-7628663-5,REGY-517011,Mr. Savannah Mccoy,Alexis Smith,"Kothi 874, Gulberg, Rawalpindi",7981478,2024-01-08,20,Commercial
30285-7125507-1,REGY-383749,Nathan Gonzalez,Mr. James Brown,"Kothi 847, Model Town, Karachi",21449459,2022-01-14,15,House
78858-6595594-4,REGY-294857,Samantha A. Freeman,Robert King,"Kothi 279, Bahria Town, Karachi",9051926,2022-03-03,20,House
57129-8729902-9,REGY-314590,Chaudhry Martin Ponce,Gerald Cortez,"Plot 141, Bahria Town, Islamabad",3186233,2020-12-17,20,Apartment
99326-5449029-1,REGY-657381,Chaudhry Shannon Mclaughlin,Mrs. Courtney Wright,"Kothi 191, DHA, Islamabad",16240159,2025-06-19,10,Plot
21983-4550382-2,REGY-399202,D. Sanchez,Kenneth Stout,"Flat 564, Gulberg, Islamabad",6708821,2022-06-06,15,House
88411-5170369-5,REGY-799752,Michele Johnson,Dennis Evans,"Flat 807, Model Town, Lahore",3480193,2025-10-05,5,Commercial
84166-2904522-1,REGY-438146,Mr. Holly Jensen,Kathy Schneider,"House 169, Johar Town, Islamabad",11251147,2020-05-01,20,Plot
79247-2310867-7,REGY-310209,Chaudhry Melissa Roman,Danny Moore,"Plot 248, Gulberg, Islamabad",19855186,2020-08-23,15,Commercial
69557-1771399-5,REGY-864912,Tammy A. Martinez,Sarah Arnold,"Flat 869, DHA, Rawalpindi",11428066,2023-09-08,5,Apartment
95598-6979687-9,REGY-967119,Chaudhry Chris Hawkins,Jessica Drake,"Flat 727, DHA, Karachi",9800076,2020-02-15,5,Plot
89345-6435022-5,REGY-586657,Angel Hale,David Bolton,"Flat 280, Johar Town, Lahore",45973318,2025-01-04,15,House
40683-1728003-2,REGY-576696,Mr. Jason Smith,Scott Jackson,"Kothi 359, Johar Town, Karachi",2527510,2023-11-16,5,Plot
95757-8314959-6,REGY-962475,Beverly A. Sanchez,Lisa Mcconnell,"Flat 254, Bahria Town, Islamabad",2562393,2021-08-20,20,Plot
33543-2859602-9,REGY-506611,J. Hamilton,William Marquez,"Plot 32, Bahria Town, Islamabad",22072495,2021-11-14,15,House
77345-9625275-8,REGY-908428,A. Reynolds,Theresa Brown,"Plot 567, Gulberg, Rawalpindi",36935004,2023-01-20,15,Commercial
31678-1703733-6,REGY-147027,Jessica A. Patel,Jacqueline Wagner,"House 19, Model Town, Karachi",11001100,2021-01-08,20,Commercial
13364-2006831-3,REGY-539182,Mr. Sara Murray,William Anderson,"Plot 312, Model Town, Lahore",9338053,2021-09-16,5,Apartment
76387-3649269-7,REGY-928989,D. Bailey,Tara Harrison,"Plot 556, Model Town, Islamabad",3241069,2023-04-08,10,Commercial
33024-3244694-8,REGY-252590,Joe Cardenas,Justin Gonzalez,"Plot 457, Gulberg, Karachi",5248656,2021-07-02,10,Apartment
26633-6083769-7,REGY-303023,Chaudhry Taylor Esparza,Marvin Moss,"Plot 565, Model Town, Karachi",8977427,2022-06-15,15,Apartment
62920-7204638-2,REGY-662930,Mr. Mark Calderon,Mark Oliver,"Flat 621, Gulberg, Lahore",4505443,2020-02-05,10,Commercial
80221-2972333-5,REGY-532992,John Harper,Melanie Hopkins,"House 156, Model Town, Islamabad",7385526,2024-10-23,10,Apartment
63410-1317142-9,REGY-869657,M. Chen,Nancy Smith,"House 104, Bahria Town, Rawalpindi",7718610,2023-10-09,5,Commercial
44079-6323700-1,REGY-212809,Chaudhry Rebekah Mitchell,Allen Davis,"Plot 767, Model Town, Lahore",6545183,2025-03-09,15,Apartment
58701-6828919-6,REGY-686726,Randall A. Smith,Miguel Robinson,"Plot 947, Gulberg, Rawalpindi",31938774,2024-12-07,10,Commercial
95534-1733308-6,REGY-558081,Elizabeth Hernandez,Rachel Gordon,"Flat 329, Johar Town, Lahore",35882280,2025-03-07,10,Apartment
51230-1932857-6,REGY-246681,Mr. Nathan Hughes,Heidi Sanchez,"Kothi 701, Model Town, Islamabad",17710968,2024-08-09,15,Plot
68904-5592862-3,REGY-837921,Vanessa A. Avila,Lindsey Massey,"House 821, Model Town, Lahore",10228384,2020-09-15,15,Apartment
35570-8223860-1,REGY-559290,Mr. Stephen Lane,Joe Johnson,"House 830, Johar Town, Islamabad",3066885,2025-12-15,15,Commercial
82611-4029829-7,REGY-760677,Fernando Robinson,Nicole King,"House 137, Bahria Town, Lahore",3290674,2024-10-10,20,Commercial
99126-3328020-8,REGY-372563,Matthew Combs,Brandon Harvey,"House 954, Bahria Town, Lahore",8097466,2024-08-10,20,Commercial
39541-1178642-4,REGY-851274,M. Garrison,Theodore Martin,"Plot 387, Johar Town, Karachi",50938309,2023-11-23,20,Plot
30480-9849660-7,REGY-645689,Taylor Zimmerman,David Mills,"Kothi 829, Model Town, Lahore",2416988,2025-07-24,10,House
40416-6301054-5,REGY-927499,Chaudhry Desiree Underwood,Thomas Alvarez,"Kothi 947, DHA, Islamabad",8340834,2020-01-25,5,Commercial
67170-3119498-8,REGY-741714,Michelle A. Pratt,Victoria Brown,"Plot 577, Johar Town, Islamabad",3658087,2025-09-14,10,Commercial
95343-1121010-8,REGY-992133,Kevin Neal,Ashley Fletcher,"Plot 10, Model Town, Rawalpindi",18447407,2020-08-08,10,House
62146-7256269-1,REGY-359919,D. Alvarez,Logan Francis,"Kothi 47, DHA, Rawalpindi",74283126,2025-12-12,20,Commercial
20006-2483994-7,REGY-392977,Chaudhry Regina Collins,Zachary Gutierrez,"Flat 239, Model Town, Rawalpindi",8252076,2023-08-20,5,Commercial
94878-2311435-8,REGY-529363,K. Walter,Pamela Winters,"Kothi 594, Model Town, Islamabad",32062816,2021-07-13,10,Plot
73756-4646425-7,REGY-291901,Mr. Marilyn Howard,Michael Wright,"House 424, DHA, Islamabad",10245299,2020-10-16,10,Plot
26535-8088839-4,REGY-622692,Karen Avila,Melissa Martinez,"Plot 227, Bahria Town, Karachi",15996247,2022-10-14,20,House
54733-1392557-7,REGY-735332,S. Galloway,Christopher Herrera,"Flat 294, DHA, Lahore",3888417,2025-03-02,20,Plot
79224-8021616-5,REGY-747323,Lindsey A. Miller,Sarah Ramirez,"Kothi 612, Model Town, Karachi",5861810,2022-03-05,20,Apartment
71748-8622180-8,REGY-947979,Chaudhry Fred Wallace,Madeline Nguyen,"Flat 411, DHA, Lahore",5789821,2025-05-03,10,House
71080-6413938-3,REGY-653683,M. Allen,Bruce Wolf,"House 875, Gulberg, Karachi",5167392,2025-06-18,15,Apartment
40275-5548735-6,REGY-187425,E. Rodriguez,Theresa Walsh,"House 337, DHA, Islamabad",2940532,2025-04-18,15,Apartment
55777-7498855-2,REGY-603383,Chaudhry Dean Thomas,Christopher Moore,"Flat 339, Model Town, Islamabad",5936349,2022-12-04,15,House
28635-3950085-1,REGY-925412,Chaudhry John Briggs,Rebecca Foster,"House 473, Johar Town, Islamabad",17671034,2023-09-05,15,House
38800-9420056-2,REGY-657104,Mr. James Clark,Michelle Harper,"House 383, Bahria Town, Rawalpindi",6472215,2023-12-06,15,Apartment
80106-5328066-6,REGY-163051,Mr. Michael Sullivan,Julie Martinez,"Flat 548, DHA, Lahore",17262486,2020-08-10,10,Plot
79904-5425649-9,REGY-365148,J. Hughes,Victoria Madden,"Flat 75, Johar Town, Rawalpindi",5422571,2023-12-22,15,Commercial
85454-5307314-1,REGY-690671,Mr. Katherine Mcpherson,Sandra Jones,"Flat 427, DHA, Islamabad",9457242,2025-07-09,5,House
43367-1273245-6,REGY-885242,Mr. Kristopher Richardson,Kelly Smith,"House 596, DHA, Karachi",4871677,2025-09-26,15,Apartment
82323-9876934-8,REGY-967195,A. Guzman,Christopher Garza,"House 609, Model Town, Lahore",4564613,2023-11-23,15,Commercial
79780-5274372-6,REGY-577299,Nathaniel A. Martin,Wayne Costa,"House 148, DHA, Rawalpindi",3383893,2023-11-10,15,House
68897-4961230-3,REGY-873802,Eric A. Wright,Rhonda Ward,"Flat 958, Johar Town, Islamabad",2166733,2025-12-09,15,Plot
72166-5208741-7,REGY-223100,Carolyn A. Olson,Julie Sullivan,"Plot 87, DHA, Lahore",3732394,2025-11-15,5,Plot
29177-8371344-6,REGY-721296,Catherine A. Zavala,Calvin Evans,"Plot 419, Gulberg, Islamabad",6424954,2025-07-01,20,Commercial
66233-4230285-1,REGY-835004,Shannon Smith,John Baker,"House 845, Johar Town, Karachi",63119207,2024-03-25,15,House
26778-5285935-8,REGY-705668,Chaudhry Darryl Baker,Melody West,"Plot 732, DHA, Lahore",8764715,2024-03-28,5,Commercial
88499-7115429-6,REGY-663479,Shaun Reed,Wanda Rhodes,"House 62, Gulberg, Islamabad",23261473,2024-03-19,20,House
41083-5054204-2,REGY-454703,David Medina,Cindy Bryan,"Kothi 215, DHA, Karachi",7383725,2023-10-19,15,Commercial
24111-4862396-4,REGY-612598,Chaudhry Evan Scott,Laura Morrow,"House 450, Johar Town, Lahore",7650629,2021-06-08,20,Apartment
52510-8295896-6,REGY-490476,Mr. Joyce Turner,Daniel Lynn,"Kothi 957, Bahria Town, Rawalpindi",79489576,2024-09-05,20,Commercial
71733-3642476-6,REGY-678347,Mr. Autumn Sanchez,Jacob Stewart,"Kothi 816, Gulberg, Karachi",5642071,2020-02-28,5,House
80161-2703499-2,REGY-200355,Barbara Austin,Monica Key,"Kothi 575, Gulberg, Lahore",47539958,2024-07-04,5,House
19604-5033708-6,REGY-553930,D. Brown,Robin Rodriguez,"Plot 86, Johar Town, Rawalpindi",4711632,2024-11-21,20,Plot
71949-8927303-7,REGY-557769,B. Lucas DDS,Ryan Scott,"Plot 625, Gulberg, Rawalpindi",9893182,2025-05-11,15,Plot
34391-8778499-5,REGY-898745,R. Ray,Andrew Martinez,"House 918, Johar Town, Karachi",10312428,2022-08-14,10,House
53064-7248869-4,REGY-906020,Chaudhry Mr. Anthony Brennan II,Colleen Carter,"Plot 254, Gulberg, Rawalpindi",8783376,2025-01-02,10,Plot
76002-9297637-7,REGY-986462,Chaudhry James Hickman,Kaitlyn Baird,"Plot 209, Bahria Town, Islamabad",4927432,2022-05-18,5,Plot
53398-2094744-2,REGY-332583,Chaudhry Joshua Holloway,Crystal Solomon,"Flat 121, Gulberg, Karachi",8904707,2022-01-04,20,House
70594-8862355-1,REGY-352823,Mr. Russell Wolfe,Mrs. Jamie Brown,"Kothi 74, Johar Town, Lahore",22894381,2022-04-13,10,Apartment
78329-8241789-4,REGY-103930,Elizabeth A. Evans,Jeffrey Smith,"House 539, Bahria Town, Karachi",3724265,2025-12-23,5,Plot
55103-7939153-6,REGY-673728,C. Simon,Tammy Jackson,"Plot 367, Johar Town, Karachi",5148027,2020-10-07,15,House
81024-5412524-4,REGY-480205,Dr. A. MD,John Villegas,"House 965, Bahria Town, Islamabad",12405421,2022-01-16,5,Plot
75613-1971738-1,REGY-945079,Mr. Becky Sanchez,Megan Clark,"Flat 15, Johar Town, Lahore",5119611,2022-05-11,10,Apartment
13216-7552442-9,REGY-449928,Chaudhry Brittany Williams,Martin Robinson,"Kothi 765, Gulberg, Islamabad",5258722,2021-11-15,20,Commercial
12168-8574480-3,REGY-505013,N. Olsen,Renee Conner,"House 162, Gulberg, Islamabad",11710510,2023-07-07,10,House
84859-5481186-9,REGY-948583,D. York,Angelica Davis,"Kothi 21, Model Town, Islamabad",6039869,2022-09-08,20,Plot
55729-1302558-2,REGY-922096,Mr. Bradley Davis,Jennifer Nunez,"House 925, Gulberg, Lahore",6898803,2024-03-24,5,Plot
78716-8004531-2,REGY-606417,Chaudhry Kelsey Smith,Jason Brown,"Kothi 829, DHA, Lahore",3308984,2020-01-08,20,Apartment
45243-1224356-7,REGY-141668,Donald Hawkins,Kenneth White,"House 899, Johar Town, Karachi",15060926,2021-10-02,15,Plot
61868-4718084-2,REGY-455626,Chaudhry Cindy Douglas,Ruth Dixon,"Flat 623, DHA, Rawalpindi",11993068,2024-10-20,10,Plot
84440-3774157-9,REGY-989794,Chaudhry Angela Brooks MD,Melissa Morris,"House 85, Bahria Town, Karachi",3227680,2023-05-21,20,Plot
39657-3923092-6,REGY-760043,Christine Matthews,Nicholas Snow,"Flat 401, DHA, Islamabad",16779677,2022-09-13,20,House
67003-3149029-9,REGY-843331,Chaudhry Katherine Wells,Leslie Walker,"Kothi 204, Model Town, Lahore",5221078,2020-05-10,5,Plot
36541-6646636-7,REGY-369630,S. Chavez,Alexander Price,"Plot 763, Gulberg, Karachi",7360723,2023-04-01,15,Apartment
50536-1688821-6,REGY-285448,Kaitlyn A. Bowen,Nathan Hood,"Kothi 588, Bahria Town, Rawalpindi",8969015,2025-04-11,20,House
84318-7457375-2,REGY-921935,Mr. David Wolf,Debbie Jones,"House 100, DHA, Islamabad",4417715,2022-08-11,15,Plot
80960-3068950-8,REGY-424854,Chaudhry Randall Garcia,Steven Williams,"House 885, DHA, Lahore",15977656,2024-10-07,20,Apartment
36990-1616502-3,REGY-855111,A. Young,Karen House,"Plot 636, Johar Town, Rawalpindi",2172944,2025-03-12,20,Plot
61739-5011211-5,REGY-531972,Chaudhry Cynthia West,Kerry Carter,"Flat 153, Model Town, Rawalpindi",9772537,2022-06-02,20,House
32552-8527025-5,REGY-165768,J. Hamilton,Cheryl Hernandez,"Kothi 61, Model Town, Karachi",5778871,2024-04-08,15,Apartment
80789-4815603-8,REGY-750800,Mr. Elizabeth Ortiz,Curtis Harris,"Flat 932, Johar Town, Islamabad",9854604,2020-07-13,5,Plot
95139-1010293-9,REGY-252354,Mr. Christopher Evans,Anthony Bailey,"Plot 76, DHA, Karachi",8234569,2020-06-07,10,House
96250-3198523-1,REGY-276236,Michael A. Jones,Melissa Mcdonald,"Plot 507, Bahria Town, Lahore",32363436,2024-09-19,5,Plot
81067-5343923-6,REGY-825782,Mr. Amber Shaw,Michael Avila,"Kothi 839, Bahria Town, Rawalpindi",9066580,2023-06-23,10,Apartment
10323-5361819-4,REGY-345404,Chaudhry Jasmine Alvarez,Glenn Mullins,"Flat 139, Gulberg, Islamabad",53247421,2023-04-05,10,Plot
57168-6482114-6,REGY-416316,Mr. Mark Sanchez,Charles Williams,"Plot 20, Johar Town, Islamabad",10877544,2020-03-07,10,House
87931-9269473-1,REGY-399176,Amy Anderson,Thomas Burnett,"Plot 83, Gulberg, Rawalpindi",9074342,2021-02-15,5,Plot
96104-4444819-8,REGY-133060,Heather Meadows,Michael Phillips,"Plot 126, Johar Town, Rawalpindi",77237826,2025-10-14,10,Apartment
83564-2968224-1,REGY-571276,Erin A. Graham,Jordan Parks,"Flat 189, Johar Town, Karachi",7313946,2020-12-20,15,Plot
92373-7340983-9,REGY-379976,M. Watts,Jocelyn Hess,"House 674, DHA, Karachi",2107623,2020-12-14,15,Plot
85225-5988867-2,REGY-430758,Mr. Jacob Schwartz,Breanna Cook,"House 176, Gulberg, Islamabad",6996204,2022-01-13,20,House
25215-4360573-7,REGY-801697,Chaudhry Christopher Cruz,Kendra Terry,"Flat 959, Bahria Town, Islamabad",8230601,2020-05-08,5,Apartment
63103-2945760-7,REGY-210593,Sharon A. Gray,Matthew Hunt,"Plot 260, Gulberg, Rawalpindi",18091729,2023-09-06,20,Apartment
23135-8125682-9,REGY-620977,Derek A. Flynn,Joshua Cruz,"Plot 167, Bahria Town, Islamabad",25958411,2022-10-12,15,Apartment
29668-3383676-9,REGY-670849,C. Nichols,Katherine Garza,"Plot 506, Johar Town, Karachi",8099086,2023-10-19,20,Plot
37107-5056529-3,REGY-133173,Chaudhry Karen Howe,Ashley Lopez,"Plot 401, DHA, Rawalpindi",17570938,2023-10-02,5,Plot
55908-6357012-2,REGY-296998,Benjamin A. Curtis,Anthony Green,"Plot 66, Johar Town, Lahore",4824325,2022-04-05,10,House
13490-2576261-2,REGY-461044,Michael Garcia,Tina Holloway,"House 792, Model Town, Karachi",9401277,2020-01-23,5,Plot
87234-8064493-9,REGY-956037,Chaudhry Ashley Richardson,Richard Edwards,"Flat 384, Gulberg, Rawalpindi",8454864,2020-05-15,5,Commercial
83449-3722259-9,REGY-241931,Chaudhry Thomas Alexander,Ronald Gibson,"House 994, Model Town, Karachi",9821830,2023-03-25,10,House
38367-3759016-7,REGY-559442,David Smith,Robin Thomas,"Kothi 931, Bahria Town, Rawalpindi",2831776,2022-11-23,5,Commercial
71520-4710216-2,REGY-718601,E. Owens,Jonathon Johnson,"Kothi 806, Gulberg, Rawalpindi",77130619,2022-10-11,10,Commercial
45172-6060463-7,REGY-263853,Drew A. Edwards,Eddie Perez,"Flat 728, Gulberg, Lahore",5513530,2024-06-21,5,Plot
68596-9346730-6,REGY-875511,Mr. Zachary Marshall,Gabriel Jones,"House 670, Gulberg, Karachi",9277701,2022-10-26,5,Apartment
79790-6172094-5,REGY-214012,Chaudhry Peter Galvan,Howard Walker,"House 502, Gulberg, Lahore",4893258,2021-06-08,10,Commercial
19249-3880376-8,REGY-405366,Chaudhry Megan Mayer,Jeffery Miller,"Kothi 994, Model Town, Rawalpindi",3910304,2024-05-12,20,House
75547-5648391-9,REGY-154044,Chaudhry Justin Rogers,Kyle Jones,"Flat 398, Johar Town, Karachi",2213061,2020-01-19,20,House
70112-1308831-9,REGY-363654,John Liu,Darlene Schneider,"House 994, Model Town, Islamabad",11703243,2025-10-18,15,Commercial
29698-6901519-6,REGY-844359,Charles A. MD,Sean Wagner,"Flat 761, Gulberg, Rawalpindi",5331695,2025-03-28,10,House
89287-1087593-3,REGY-415249,Ashley Gallagher,Heather Ortega,"Plot 990, Bahria Town, Islamabad",3105334,2020-09-28,20,Apartment
39474-7701358-6,REGY-428043,Mr. Christopher Trevino DVM,Thomas Simpson,"Kothi 134, Johar Town, Rawalpindi",7940683,2024-02-15,15,House
86551-9713316-1,REGY-102235,Ashley Hall,Jerry Simmons,"Plot 343, DHA, Karachi",11409723,2020-06-27,20,Commercial
80038-2118112-5,REGY-406128,B. Moran,Terri Phillips,"Flat 427, Gulberg, Islamabad",8905714,2020-01-13,15,Plot
59270-9468365-6,REGY-420455,Mr. Linda Perez,Antonio Ortiz,"Plot 283, Johar Town, Karachi",5612728,2025-09-23,15,Commercial
39183-9128494-5,REGY-274623,Mr. Miguel Reynolds,Erin Newton,"Plot 499, Johar Town, Lahore",7580524,2024-05-12,5,Commercial
37575-8870711-2,REGY-300747,Clinton Garcia,Austin Hughes,"Kothi 518, Model Town, Lahore",2968607,2025-01-11,15,Commercial
25369-2685992-6,REGY-111377,J. Garza,Sheila Patel,"Kothi 834, Bahria Town, Rawalpindi",11910981,2024-01-23,15,House
20282-9018783-6,REGY-188743,Mr. Andrew Smith,Christopher Campbell,"Flat 873, Bahria Town, Rawalpindi",21461124,2022-04-27,15,Commercial
26565-1835648-3,REGY-288491,Mr. Dana Allen,Shelby Roman,"Plot 588, Gulberg, Karachi",3397641,2025-07-12,15,House
39425-9058073-5,REGY-902985,Mr. Pamela Fields,Brittney Arroyo,"Kothi 7, DHA, Rawalpindi",7556686,2022-10-05,15,House
44530-4933890-9,REGY-704737,Chaudhry Shaun Pruitt,John Hubbard,"Flat 882, DHA, Islamabad",4805363,2022-11-15,20,Apartment
87936-1844642-5,REGY-941869,E. Davis,Kelly Bell,"Plot 934, Bahria Town, Karachi",16972786,2025-09-28,20,House
90763-9592853-8,REGY-816679,Lauren A. Barker,Rhonda Baker,"Plot 482, DHA, Karachi",3475515,2020-12-08,20,Commercial
37456-6783304-5,REGY-436921,Miss Tammy Contreras,Kristy Riggs,"Flat 854, DHA, Islamabad",9072128,2024-09-12,20,Plot
70795-2156463-4,REGY-702026,William A. Jones,Kyle Terry,"Kothi 261, Gulberg, Karachi",18360812,2022-06-19,10,Commercial
43636-2902932-3,REGY-240782,M. Bennett,Sarah Villarreal,"Plot 519, Bahria Town, Rawalpindi",5190140,2020-07-09,5,Apartment
31890-2756484-6,REGY-908361,P. Miranda,Michael Estrada,"Kothi 332, Johar Town, Rawalpindi",2656816,2025-07-08,5,Commercial
33793-4121249-3,REGY-678551,Chaudhry Mrs. Erica Moore,Rachel Shepard,"Flat 978, Gulberg, Lahore",16568163,2023-10-19,5,House
90086-9105796-2,REGY-865028,Mr. Sarah Myers,Emily Anderson,"House 769, DHA, Rawalpindi",10642293,2023-06-27,5,Plot
31006-4747146-2,REGY-757703,J. Jordan,Bryan Scott,"Plot 241, DHA, Islamabad",10848713,2020-12-11,10,House
21305-2277033-7,REGY-814421,D. Morales,Michael Garcia,"Flat 101, DHA, Karachi",8350834,2025-10-27,20,House
80698-9531960-2,REGY-841855,Caleb Scott,Matthew Barry,"Kothi 594, Gulberg, Islamabad",2685410,2020-04-04,5,House
22287-6496173-2,REGY-242506,Lisa A. Mullins,James Mcdowell,"House 410, DHA, Islamabad",2424767,2020-12-01,15,Plot
16866-4948728-5,REGY-551646,Mr. Anita Murphy,Jenna Cruz,"House 993, Model Town, Islamabad",2278765,2024-01-24,5,Plot
26304-8930607-4,REGY-138285,Brian Sanford,Erica Anderson,"Kothi 122, Bahria Town, Karachi",6875270,2021-02-02,10,Commercial
26996-1079628-3,REGY-539382,Chaudhry David Graham,Miss Gina Jackson PhD,"House 982, DHA, Lahore",21480496,2022-05-24,5,Apartment
33004-5398422-5,REGY-963846,Andrew A. Sanchez,Jake Beasley,"Plot 888, DHA, Lahore",9290080,2023-05-19,5,House
54080-5010479-9,REGY-246464,Elizabeth Maxwell,Mindy Smith,"House 186, Johar Town, Karachi",17821834,2024-08-08,15,House
90447-8068783-9,REGY-497136,Shannon Johnson,Mr. Alexis Baker,"House 117, DHA, Karachi",20795999,2024-02-16,20,Plot
33391-1832390-2,REGY-734782,Mr. Richard Payne,James Moore,"House 296, Model Town, Rawalpindi",9827741,2023-05-16,10,Apartment
81629-7693106-6,REGY-750931,Mr. Ashley Meadows,Taylor Stewart,"Kothi 987, DHA, Karachi",11160987,2023-04-06,20,Plot
